LIBOR_date,LIBOR_price,OIS_date,OIS_price,Oil_date,Oil_price,US_equity_index_date,US_equity_index,US10Y_date,US10Y_yield,USD_trade_weighted_date,USD_trade_weighted_index
7/16/2010,0.52125,4/22/2010,0.226,8/5/2010,82.01,7/29/2010,1101.53,4/23/2010,3.8092,8/11/2010,84.38
7/19/2010,0.51781,4/23/2010,0.232,8/6/2010,80.7,7/30/2010,1101.6,4/26/2010,3.8054,8/12/2010,84.52
7/20/2010,0.5125,4/26/2010,0.23,8/9/2010,81.48,8/2/2010,1125.86,4/27/2010,3.6877,8/13/2010,84.66
7/21/2010,0.50625,4/27/2010,0.227,8/10/2010,80.25,8/3/2010,1120.46,4/28/2010,3.7628,8/16/2010,84.4
7/22/2010,0.49781,4/28/2010,0.226,8/11/2010,78.02,8/4/2010,1127.24,4/29/2010,3.7243,8/17/2010,84.08
7/23/2010,0.49313,4/29/2010,0.2285,8/12/2010,75.74,8/5/2010,1125.81,4/30/2010,3.6532,8/18/2010,84.01
7/26/2010,0.4875,4/30/2010,0.2325,8/13/2010,75.39,8/6/2010,1121.64,5/3/2010,3.682,8/19/2010,84.42
7/27/2010,0.48125,5/3/2010,0.225,8/16/2010,75.24,8/9/2010,1127.79,5/4/2010,3.5902,8/20/2010,84.88
7/28/2010,0.475,5/4/2010,0.2365,8/17/2010,75.77,8/10/2010,1121.06,5/5/2010,3.5388,8/23/2010,84.94
7/29/2010,0.46563,5/5/2010,0.237,8/18/2010,75.42,8/11/2010,1089.47,5/6/2010,3.3938,8/24/2010,84.94
7/30/2010,0.45375,5/6/2010,0.252,8/19/2010,74.43,8/12/2010,1083.61,5/7/2010,3.4255,8/25/2010,85.29
8/2/2010,0.44469,5/7/2010,0.247,8/20/2010,73.46,8/13/2010,1079.25,5/10/2010,3.5406,8/26/2010,85
8/3/2010,0.43469,5/10/2010,0.232,8/23/2010,73.1,8/16/2010,1079.38,5/11/2010,3.5235,8/27/2010,84.96
8/4/2010,0.42406,5/11/2010,0.231,8/24/2010,71.63,8/17/2010,1092.54,5/12/2010,3.571,8/30/2010,85.18
8/5/2010,0.41813,5/12/2010,0.222,8/25/2010,72.52,8/18/2010,1094.16,5/13/2010,3.5261,8/31/2010,84.31
8/6/2010,0.41125,5/13/2010,0.224,8/26/2010,73.36,8/19/2010,1075.63,5/14/2010,3.4534,9/1/2010,84.73
8/9/2010,0.40438,5/14/2010,0.219,8/27/2010,75.17,8/20/2010,1071.69,5/17/2010,3.4869,9/2/2010,84.7
8/10/2010,0.39781,5/17/2010,0.218,8/30/2010,74.7,8/23/2010,1067.36,5/18/2010,3.3462,9/3/2010,84.34
8/11/2010,0.38438,5/18/2010,0.228,8/31/2010,71.92,8/24/2010,1051.87,5/19/2010,3.3682,9/7/2010,84.62
8/12/2010,0.37625,5/19/2010,0.231,9/1/2010,73.91,8/25/2010,1055.33,5/20/2010,3.2126,9/8/2010,84.38
8/13/2010,0.36938,5/20/2010,0.232,9/2/2010,75.02,8/26/2010,1047.22,5/21/2010,3.2379,9/9/2010,84.33
8/16/2010,0.36188,5/21/2010,0.227,9/3/2010,74.6,8/27/2010,1064.59,5/24/2010,3.1942,9/10/2010,84.37
8/17/2010,0.35219,5/24/2010,0.2255,9/7/2010,74.09,8/30/2010,1048.92,5/25/2010,3.1578,9/13/2010,83.72
8/18/2010,0.34547,5/25/2010,0.224,9/8/2010,74.67,8/31/2010,1049.33,5/26/2010,3.1886,9/14/2010,83.28
8/19/2010,0.33906,5/26/2010,0.231,9/9/2010,74.25,9/1/2010,1080.29,5/27/2010,3.3605,9/15/2010,83.75
8/20/2010,0.32922,5/27/2010,0.23,9/10/2010,76.45,9/2/2010,1090.1,5/28/2010,3.2922,9/16/2010,83.74
8/23/2010,0.3175,5/28/2010,0.236,9/13/2010,77.19,9/3/2010,1104.51,5/31/2010,3.2848,9/17/2010,83.78
8/24/2010,0.3075,5/31/2010,0.221,9/14/2010,76.8,9/7/2010,1091.84,6/1/2010,3.2591,9/20/2010,83.65
8/25/2010,0.30375,6/1/2010,0.2255,9/15/2010,76.02,9/8/2010,1098.87,6/2/2010,3.34,9/21/2010,83.53
8/26/2010,0.29938,6/2/2010,0.229,9/16/2010,74.57,9/9/2010,1104.18,6/3/2010,3.3639,9/22/2010,82.95
8/27/2010,0.29688,6/3/2010,0.231,9/17/2010,73.66,9/10/2010,1109.55,6/4/2010,3.2023,9/23/2010,82.85
8/31/2010,0.29563,6/4/2010,0.2245,9/20/2010,74.86,9/13/2010,1121.9,6/7/2010,3.1422,9/24/2010,82.51
9/1/2010,0.29563,6/7/2010,0.215,9/21/2010,73.52,9/14/2010,1121.1,6/8/2010,3.1857,9/27/2010,82.36
9/2/2010,0.29438,6/8/2010,0.216,9/22/2010,74.71,9/15/2010,1125.07,6/9/2010,3.1729,9/28/2010,82.2
9/3/2010,0.29281,6/9/2010,0.216,9/23/2010,75.18,9/16/2010,1124.66,6/10/2010,3.3193,9/29/2010,82.07
9/6/2010,0.29219,6/10/2010,0.209,9/24/2010,76.49,9/17/2010,1125.59,6/11/2010,3.2346,9/30/2010,82.27
9/7/2010,0.29188,6/11/2010,0.213,9/27/2010,76.52,9/20/2010,1142.71,6/14/2010,3.2529,10/1/2010,81.74
9/8/2010,0.2925,6/14/2010,0.211,9/28/2010,76.18,9/21/2010,1139.78,6/15/2010,3.3025,10/4/2010,81.89
9/9/2010,0.2925,6/15/2010,0.2105,9/29/2010,77.86,9/22/2010,1134.28,6/16/2010,3.2601,10/5/2010,81.48
9/10/2010,0.29219,6/16/2010,0.214,9/30/2010,79.97,9/23/2010,1124.83,6/17/2010,3.1887,10/6/2010,81.04
9/13/2010,0.29219,6/17/2010,0.2145,10/1/2010,81.58,9/24/2010,1148.67,6/18/2010,3.2195,10/7/2010,81.15
9/14/2010,0.29188,6/18/2010,0.213,10/4/2010,81.47,9/27/2010,1142.16,6/21/2010,3.2414,10/8/2010,80.95
9/15/2010,0.29203,6/21/2010,0.211,10/5/2010,82.82,9/28/2010,1147.7,6/22/2010,3.1664,10/12/2010,81
9/16/2010,0.29141,6/22/2010,0.2145,10/6/2010,83.23,9/29/2010,1144.73,6/23/2010,3.119,10/13/2010,80.64
9/17/2010,0.29156,6/23/2010,0.209,10/7/2010,81.67,9/30/2010,1141.2,6/24/2010,3.1371,10/14/2010,80.38
9/20/2010,0.29031,6/24/2010,0.205,10/8/2010,82.66,10/1/2010,1146.24,6/25/2010,3.1078,10/15/2010,80.59
9/21/2010,0.28969,6/25/2010,0.197,10/11/2010,82.21,10/4/2010,1137.03,6/28/2010,3.021,10/18/2010,80.66
9/22/2010,0.28938,6/28/2010,0.196,10/12/2010,81.67,10/5/2010,1160.74,6/29/2010,2.9491,10/19/2010,81.34
9/23/2010,0.28938,6/29/2010,0.2055,10/13/2010,83.01,10/6/2010,1159.97,6/30/2010,2.9311,10/20/2010,80.91
9/24/2010,0.28938,6/30/2010,0.2015,10/14/2010,82.69,10/7/2010,1158.06,7/1/2010,2.947,10/21/2010,80.89
9/27/2010,0.28938,7/1/2010,0.204,10/15/2010,81.25,10/8/2010,1165.15,7/2/2010,2.977,10/22/2010,81.11
9/28/2010,0.28938,7/2/2010,0.195,10/18/2010,83.08,10/11/2010,1165.32,7/5/2010,2.9733,10/25/2010,80.58
9/29/2010,0.29,7/5/2010,0.197,10/19/2010,79.49,10/12/2010,1169.77,7/6/2010,2.9302,10/26/2010,80.97
9/30/2010,0.29,7/6/2010,0.198,10/20/2010,81.77,10/13/2010,1178.1,7/7/2010,2.9803,10/27/2010,81.49
10/1/2010,0.29063,7/7/2010,0.192,10/21/2010,80.56,10/14/2010,1173.81,7/8/2010,3.0306,10/28/2010,80.88
10/4/2010,0.29063,7/8/2010,0.198,10/22/2010,81.69,10/15/2010,1176.19,7/9/2010,3.052,10/29/2010,80.7
10/5/2010,0.29,7/9/2010,0.193,10/25/2010,82.52,10/18/2010,1184.71,7/12/2010,3.0628,11/1/2010,80.65
10/6/2010,0.28969,7/12/2010,0.1915,10/26/2010,82.55,10/19/2010,1165.9,7/13/2010,3.1208,11/2/2010,80.34
10/7/2010,0.28906,7/13/2010,0.191,10/27/2010,81.94,10/20/2010,1178.17,7/14/2010,3.0426,11/3/2010,80.43
10/8/2010,0.28906,7/14/2010,0.1885,10/28/2010,82.18,10/21/2010,1180.26,7/15/2010,2.9937,11/4/2010,79.77
10/11/2010,0.28906,7/15/2010,0.1835,10/29/2010,81.43,10/22/2010,1183.08,7/16/2010,2.9215,11/5/2010,80.03
10/12/2010,0.28906,7/16/2010,0.188,11/1/2010,82.95,10/25/2010,1185.62,7/19/2010,2.9537,11/8/2010,80.27
10/13/2010,0.28906,7/19/2010,0.189,11/2/2010,83.9,10/26/2010,1185.64,7/20/2010,2.9481,11/9/2010,80.25
10/14/2010,0.28906,7/20/2010,0.185,11/3/2010,84.69,10/27/2010,1182.45,7/21/2010,2.8782,11/10/2010,80.7
10/15/2010,0.28906,7/21/2010,0.181,11/4/2010,86.49,10/28/2010,1183.78,7/22/2010,2.9353,11/12/2010,80.93
10/18/2010,0.28906,7/22/2010,0.185,11/5/2010,86.85,10/29/2010,1183.26,7/23/2010,2.9943,11/15/2010,81.16
10/19/2010,0.28906,7/23/2010,0.1835,11/8/2010,87.06,11/1/2010,1184.38,7/26/2010,2.9924,11/16/2010,81.81
10/20/2010,0.28844,7/26/2010,0.187,11/9/2010,86.72,11/2/2010,1193.57,7/27/2010,3.0485,11/17/2010,81.67
10/21/2010,0.28844,7/27/2010,0.191,11/10/2010,87.81,11/3/2010,1197.96,7/28/2010,2.985,11/18/2010,81.4
10/22/2010,0.28844,7/28/2010,0.19,11/11/2010,87.81,11/4/2010,1221.06,7/29/2010,2.9794,11/19/2010,81.48
10/25/2010,0.28844,7/29/2010,0.194,11/12/2010,84.88,11/5/2010,1225.85,7/30/2010,2.9052,11/22/2010,81.47
10/26/2010,0.28844,7/30/2010,0.193,11/15/2010,84.86,11/8/2010,1223.25,8/2/2010,2.9609,11/23/2010,82.17
10/27/2010,0.28813,8/2/2010,0.187,11/16/2010,82.34,11/9/2010,1213.4,8/3/2010,2.9085,11/24/2010,81.89
10/28/2010,0.28688,8/3/2010,0.1795,11/17/2010,80.44,11/10/2010,1218.71,8/4/2010,2.9498,11/26/2010,82.55
10/29/2010,0.28594,8/4/2010,0.177,11/18/2010,81.85,11/11/2010,1213.54,8/5/2010,2.9011,11/29/2010,82.93
11/1/2010,0.28594,8/5/2010,0.1765,11/19/2010,81.51,11/12/2010,1199.21,8/6/2010,2.8166,11/30/2010,82.79
11/2/2010,0.28594,8/6/2010,0.1745,11/22/2010,81.74,11/15/2010,1197.75,8/9/2010,2.8289,12/1/2010,82.42
11/3/2010,0.28594,8/9/2010,0.172,11/23/2010,81.25,11/16/2010,1178.34,8/10/2010,2.7593,12/2/2010,82.01
11/4/2010,0.28563,8/10/2010,0.176,11/24/2010,83.86,11/17/2010,1178.59,8/11/2010,2.6814,12/3/2010,81.59
11/5/2010,0.28563,8/11/2010,0.1765,11/26/2010,83.76,11/18/2010,1196.69,8/12/2010,2.7455,12/6/2010,81.74
11/8/2010,0.28563,8/12/2010,0.173,11/29/2010,85.73,11/19/2010,1199.73,8/13/2010,2.6716,12/7/2010,81.75
11/9/2010,0.28563,8/13/2010,0.171,11/30/2010,84.11,11/22/2010,1197.84,8/16/2010,2.5626,12/8/2010,82.26
11/10/2010,0.28563,8/16/2010,0.172,12/1/2010,86.75,11/23/2010,1180.73,8/17/2010,2.6321,12/9/2010,82.14
11/11/2010,0.28563,8/17/2010,0.1775,12/2/2010,88,11/24/2010,1198.35,8/18/2010,2.6321,12/10/2010,82.1
11/12/2010,0.28438,8/18/2010,0.1765,12/3/2010,89.19,11/26/2010,1189.4,8/19/2010,2.575,12/13/2010,81.67
11/15/2010,0.28438,8/19/2010,0.173,12/6/2010,89.38,11/29/2010,1187.76,8/20/2010,2.6106,12/14/2010,81.58
11/16/2010,0.28438,8/20/2010,0.176,12/7/2010,88.69,11/30/2010,1180.55,8/23/2010,2.5981,12/15/2010,81.93
11/17/2010,0.28438,8/23/2010,0.177,12/8/2010,88.28,12/1/2010,1206.07,8/24/2010,2.488,12/16/2010,82.18
11/18/2010,0.28438,8/24/2010,0.178,12/9/2010,88.37,12/2/2010,1221.53,8/25/2010,2.534,12/17/2010,82.36
11/19/2010,0.28438,8/25/2010,0.177,12/10/2010,87.79,12/3/2010,1224.71,8/26/2010,2.4755,12/20/2010,82.42
11/22/2010,0.28438,8/26/2010,0.175,12/13/2010,88.61,12/6/2010,1223.12,8/27/2010,2.6447,12/21/2010,82.33
11/23/2010,0.28438,8/27/2010,0.182,12/14/2010,88.28,12/7/2010,1223.75,8/30/2010,2.5285,12/22/2010,79.87
11/24/2010,0.2875,8/30/2010,0.185,12/15/2010,88.62,12/8/2010,1228.28,8/31/2010,2.4683,12/23/2010,82.05
11/25/2010,0.29188,8/31/2010,0.187,12/16/2010,87.7,12/9/2010,1233,9/1/2010,2.573,12/27/2010,81.94
11/26/2010,0.29438,9/1/2010,0.186,12/17/2010,88.02,12/10/2010,1240.4,9/2/2010,2.6231,12/28/2010,81.69
11/29/2010,0.29594,9/2/2010,0.1835,12/20/2010,88.81,12/13/2010,1240.46,9/3/2010,2.697,12/29/2010,81.46
11/30/2010,0.30031,9/3/2010,0.188,12/21/2010,89.82,12/14/2010,1241.59,9/6/2010,2.7025,12/30/2010,81.25
12/1/2010,0.30344,9/6/2010,0.184,12/22/2010,90.48,12/15/2010,1235.23,9/7/2010,2.5944,12/31/2010,80.76
12/2/2010,0.30344,9/7/2010,0.187,12/23/2010,91.51,12/16/2010,1242.87,9/8/2010,2.6555,1/3/2011,80.75
12/3/2010,0.30344,9/8/2010,0.1915,12/27/2010,91,12/17/2010,1243.91,9/9/2010,2.7588,1/4/2011,81.07
12/6/2010,0.30344,9/9/2010,0.192,12/28/2010,91.49,12/20/2010,1247.08,9/10/2010,2.7917,1/5/2011,81.36
12/7/2010,0.30219,9/10/2010,0.197,12/29/2010,91.12,12/21/2010,1254.6,9/13/2010,2.748,1/6/2011,81.64
12/8/2010,0.30219,9/13/2010,0.1905,12/30/2010,89.84,12/22/2010,1258.84,9/14/2010,2.679,1/7/2011,81.73
12/9/2010,0.30219,9/14/2010,0.184,12/31/2010,91.38,12/23/2010,1256.77,9/15/2010,2.7207,1/10/2011,81.64
12/10/2010,0.30156,9/15/2010,0.1915,1/3/2011,91.55,12/27/2010,1257.54,9/16/2010,2.7608,1/11/2011,81.6
12/13/2010,0.30156,9/16/2010,0.189,1/4/2011,89.38,12/28/2010,1258.51,9/17/2010,2.7372,1/12/2011,81.18
12/14/2010,0.30188,9/17/2010,0.1905,1/5/2011,90.3,12/29/2010,1259.78,9/20/2010,2.7026,1/13/2011,80.66
12/15/2010,0.30188,9/20/2010,0.185,1/6/2011,88.38,12/30/2010,1257.88,9/21/2010,2.5727,1/14/2011,80.8
12/16/2010,0.30375,9/21/2010,0.188,1/7/2011,88.03,12/31/2010,1257.64,9/22/2010,2.5583,1/18/2011,80.57
12/17/2010,0.30375,9/22/2010,0.188,1/10/2011,89.25,1/3/2011,1271.87,9/23/2010,2.5511,1/19/2011,80.4
12/20/2010,0.30281,9/23/2010,0.188,1/11/2011,91.11,1/4/2011,1270.2,9/24/2010,2.605,1/20/2011,80.88
12/21/2010,0.30281,9/24/2010,0.194,1/12/2011,91.86,1/5/2011,1276.56,9/27/2010,2.5242,1/21/2011,80.44
12/22/2010,0.30281,9/27/2010,0.189,1/13/2011,91.4,1/6/2011,1273.85,9/28/2010,2.4653,1/24/2011,80.26
12/23/2010,0.30281,9/28/2010,0.184,1/14/2011,91.54,1/7/2011,1271.5,9/29/2010,2.5027,1/25/2011,80.43
12/24/2010,0.30281,9/29/2010,0.1815,1/18/2011,91.38,1/10/2011,1269.75,9/30/2010,2.5098,1/26/2011,80.23
12/29/2010,0.30281,9/30/2010,0.184,1/19/2011,90.86,1/11/2011,1274.48,10/1/2010,2.5097,1/27/2011,80.3
12/30/2010,0.30281,10/1/2010,0.188,1/20/2011,88.86,1/12/2011,1285.96,10/4/2010,2.4758,1/28/2011,80.46
12/31/2010,0.30281,10/4/2010,0.184,1/21/2011,89.11,1/13/2011,1283.76,10/5/2010,2.4722,1/31/2011,80.33
1/4/2011,0.30281,10/5/2010,0.181,1/24/2011,87.87,1/14/2011,1293.24,10/6/2010,2.3976,2/1/2011,79.73
1/5/2011,0.30281,10/6/2010,0.1755,1/25/2011,86.19,1/18/2011,1295.02,10/7/2010,2.3833,2/2/2011,79.79
1/6/2011,0.30313,10/7/2010,0.173,1/26/2011,87.33,1/19/2011,1281.92,10/8/2010,2.392,2/3/2011,79.91
1/7/2011,0.30313,10/8/2010,0.1705,1/27/2011,85.64,1/20/2011,1280.26,10/11/2010,2.3919,2/4/2011,80.13
1/10/2011,0.30313,10/11/2010,0.171,1/28/2011,89.34,1/21/2011,1283.35,10/12/2010,2.4309,2/7/2011,80.1
1/11/2011,0.30313,10/12/2010,0.173,1/31/2011,92.19,1/24/2011,1290.84,10/13/2010,2.422,2/8/2011,79.87
1/12/2011,0.30313,10/13/2010,0.173,2/1/2011,90.77,1/25/2011,1291.18,10/14/2010,2.5076,2/9/2011,80.17
1/13/2011,0.30313,10/14/2010,0.172,2/2/2011,90.86,1/26/2011,1296.63,10/15/2010,2.5597,2/10/2011,80.44
1/14/2011,0.30313,10/15/2010,0.173,2/3/2011,90.54,1/27/2011,1299.54,10/18/2010,2.5075,2/11/2011,80.66
1/17/2011,0.30313,10/18/2010,0.173,2/4/2011,89.03,1/28/2011,1276.34,10/19/2010,2.4752,2/14/2011,80.62
1/18/2011,0.30313,10/19/2010,0.173,2/7/2011,87.48,1/31/2011,1286.12,10/20/2010,2.4788,2/15/2011,80.73
1/19/2011,0.30313,10/20/2010,0.171,2/8/2011,86.94,2/1/2011,1307.59,10/21/2010,2.5452,2/16/2011,80.51
1/20/2011,0.30313,10/21/2010,0.169,2/9/2011,86.71,2/2/2011,1304.03,10/22/2010,2.5541,2/17/2011,80.26
1/21/2011,0.30313,10/22/2010,0.174,2/10/2011,86.73,2/3/2011,1307.1,10/25/2010,2.5613,2/18/2011,80.07
1/24/2011,0.30313,10/25/2010,0.17,2/11/2011,85.58,2/4/2011,1310.87,10/26/2010,2.6393,2/22/2011,80.3
1/25/2011,0.30438,10/26/2010,0.174,2/14/2011,84.81,2/7/2011,1319.05,10/27/2010,2.7198,2/23/2011,80.25
1/26/2011,0.30438,10/27/2010,0.182,2/15/2011,84.32,2/8/2011,1324.57,10/28/2010,2.6576,2/24/2011,79.99
1/27/2011,0.30438,10/28/2010,0.179,2/16/2011,84.99,2/9/2011,1320.88,10/29/2010,2.5993,2/25/2011,79.93
1/28/2011,0.30438,10/29/2010,0.174,2/17/2011,86.36,2/10/2011,1321.87,11/1/2010,2.6229,2/28/2011,79.71
1/31/2011,0.30438,11/1/2010,0.177,2/18/2011,86.2,2/11/2011,1329.15,11/2/2010,2.5866,3/1/2011,79.62
2/1/2011,0.3105,11/2/2010,0.175,2/22/2011,93.57,2/14/2011,1332.32,11/3/2010,2.5702,3/2/2011,79.56
2/2/2011,0.3105,11/3/2010,0.179,2/23/2011,98.1,2/15/2011,1328.01,11/4/2010,2.489,3/3/2011,79.51
2/3/2011,0.3105,11/4/2010,0.174,2/24/2011,97.28,2/16/2011,1336.32,11/5/2010,2.5304,3/4/2011,79.37
2/4/2011,0.3115,11/5/2010,0.185,2/25/2011,97.88,2/17/2011,1340.43,11/8/2010,2.5502,3/7/2011,79.39
2/7/2011,0.312,11/8/2010,0.182,2/28/2011,96.97,2/18/2011,1343.01,11/9/2010,2.6558,3/8/2011,79.52
2/8/2011,0.312,11/9/2010,0.175,3/1/2011,99.63,2/22/2011,1315.44,11/10/2010,2.6286,3/9/2011,79.41
2/9/2011,0.312,11/10/2010,0.174,3/2/2011,102.23,2/23/2011,1307.4,11/11/2010,2.6447,3/10/2011,79.75
2/10/2011,0.312,11/11/2010,0.176,3/3/2011,101.91,2/24/2011,1306.1,11/12/2010,2.7871,3/11/2011,79.48
2/11/2011,0.313,11/12/2010,0.178,3/4/2011,104.42,2/25/2011,1319.88,11/15/2010,2.9593,3/14/2011,79.3
2/14/2011,0.314,11/15/2010,0.181,3/7/2011,105.44,2/28/2011,1327.22,11/16/2010,2.84,3/15/2011,79.44
2/15/2011,0.3135,11/16/2010,0.182,3/8/2011,105.02,3/1/2011,1306.33,11/17/2010,2.8766,3/16/2011,79.65
2/16/2011,0.3135,11/17/2010,0.1805,3/9/2011,104.38,3/2/2011,1308.44,11/18/2010,2.895,3/17/2011,79.21
2/17/2011,0.3135,11/18/2010,0.18,3/10/2011,102.7,3/3/2011,1330.97,11/19/2010,2.8713,3/18/2011,79.31
2/18/2011,0.3125,11/19/2010,0.1825,3/11/2011,101.16,3/4/2011,1321.15,11/22/2010,2.8019,3/21/2011,79.01
2/21/2011,0.3125,11/22/2010,0.183,3/14/2011,101.19,3/7/2011,1310.13,11/23/2010,2.7729,3/22/2011,78.92
2/22/2011,0.3125,11/23/2010,0.183,3/15/2011,97.18,3/8/2011,1321.82,11/24/2010,2.912,3/23/2011,79.14
2/23/2011,0.3115,11/24/2010,0.183,3/16/2011,97.98,3/9/2011,1320.02,11/25/2010,2.9085,3/24/2011,78.89
2/24/2011,0.3105,11/25/2010,0.19,3/17/2011,101.42,3/10/2011,1295.11,11/26/2010,2.8663,3/25/2011,79.02
2/25/2011,0.3105,11/26/2010,0.19,3/18/2011,101.07,3/11/2011,1304.28,11/29/2010,2.8205,3/28/2011,79.15
2/28/2011,0.3095,11/29/2010,0.191,3/21/2011,102.33,3/14/2011,1296.39,11/30/2010,2.7968,3/29/2011,79.34
3/1/2011,0.3095,11/30/2010,0.189,3/22/2011,104,3/15/2011,1281.87,12/1/2010,2.9642,3/30/2011,79.22
3/2/2011,0.3095,12/1/2010,0.1975,3/23/2011,105.75,3/16/2011,1256.88,12/2/2010,2.9885,3/31/2011,79.06
3/3/2011,0.3095,12/2/2010,0.1995,3/24/2011,105.6,3/17/2011,1273.72,12/3/2010,3.0055,4/1/2011,78.95
3/4/2011,0.3095,12/3/2010,0.186,3/25/2011,105.4,3/18/2011,1279.2,12/6/2010,2.9201,4/4/2011,79.01
3/7/2011,0.3095,12/6/2010,0.176,3/28/2011,103.98,3/21/2011,1298.38,12/7/2010,3.1257,4/5/2011,78.97
3/8/2011,0.3095,12/7/2010,0.175,3/29/2011,104.79,3/22/2011,1293.77,12/8/2010,3.2723,4/6/2011,78.77
3/9/2011,0.3095,12/8/2010,0.178,3/30/2011,104.27,3/23/2011,1297.54,12/9/2010,3.2037,4/7/2011,78.8
3/10/2011,0.3095,12/9/2010,0.176,3/31/2011,106.72,3/24/2011,1309.66,12/10/2010,3.319,4/8/2011,78.5
3/11/2011,0.3095,12/10/2010,0.175,4/1/2011,107.94,3/25/2011,1313.8,12/13/2010,3.275,4/11/2011,78.37
3/14/2011,0.309,12/13/2010,0.177,4/4/2011,108.47,3/28/2011,1310.19,12/14/2010,3.4727,4/12/2011,78.53
3/15/2011,0.309,12/14/2010,0.1795,4/5/2011,108.34,3/29/2011,1319.44,12/15/2010,3.5318,4/13/2011,78.43
3/16/2011,0.309,12/15/2010,0.1795,4/6/2011,108.83,3/30/2011,1328.26,12/16/2010,3.4224,4/14/2011,78.3
3/17/2011,0.309,12/16/2010,0.183,4/7/2011,110.3,3/31/2011,1325.83,12/17/2010,3.3279,4/15/2011,78.21
3/18/2011,0.309,12/17/2010,0.182,4/8/2011,112.79,4/1/2011,1332.41,12/20/2010,3.3358,4/18/2011,78.62
3/21/2011,0.309,12/20/2010,0.184,4/11/2011,109.92,4/4/2011,1332.87,12/21/2010,3.3031,4/19/2011,78.17
3/22/2011,0.309,12/21/2010,0.1855,4/12/2011,106.25,4/5/2011,1332.63,12/22/2010,3.3458,4/20/2011,77.75
3/23/2011,0.308,12/22/2010,0.184,4/13/2011,107.11,4/6/2011,1335.54,12/23/2010,3.3892,4/21/2011,77.44
3/24/2011,0.3085,12/23/2010,0.1805,4/14/2011,108.11,4/7/2011,1333.51,12/24/2010,3.3933,4/22/2011,77.55
3/25/2011,0.3075,12/24/2010,0.18,4/15/2011,109.66,4/8/2011,1328.17,12/27/2010,3.3294,4/25/2011,77.57
3/28/2011,0.307,12/27/2010,0.182,4/18/2011,107.12,4/11/2011,1324.46,12/28/2010,3.4795,4/26/2011,77.43
3/29/2011,0.307,12/28/2010,0.184,4/19/2011,108.15,4/12/2011,1314.16,12/29/2010,3.3489,4/27/2011,77.52
3/30/2011,0.3045,12/29/2010,0.1845,4/20/2011,111.45,4/13/2011,1314.41,12/30/2010,3.3646,4/28/2011,77.03
3/31/2011,0.303,12/30/2010,0.183,4/21/2011,112.29,4/14/2011,1314.52,12/31/2010,3.2935,4/29/2011,76.77
4/1/2011,0.301,12/31/2010,0.183,4/25/2011,112.28,4/15/2011,1319.68,1/3/2011,3.3324,5/2/2011,76.72
4/4/2011,0.29675,1/3/2011,0.1825,4/26/2011,112.21,4/18/2011,1305.14,1/4/2011,3.3287,5/3/2011,76.8
4/5/2011,0.29375,1/4/2011,0.18,4/27/2011,112.76,4/19/2011,1312.62,1/5/2011,3.4654,5/4/2011,77.02
4/6/2011,0.29263,1/5/2011,0.18,4/28/2011,112.86,4/20/2011,1330.36,1/6/2011,3.3932,5/5/2011,77.5
4/7/2011,0.2895,1/6/2011,0.1825,4/29/2011,113.93,4/21/2011,1337.38,1/7/2011,3.3237,5/6/2011,77.5
4/8/2011,0.28525,1/7/2011,0.179,5/2/2011,113.52,4/25/2011,1335.25,1/10/2011,3.2832,5/9/2011,77.84
4/11/2011,0.28275,1/10/2011,0.177,5/3/2011,111.05,4/26/2011,1347.24,1/11/2011,3.3396,5/10/2011,77.68
4/12/2011,0.28075,1/11/2011,0.175,5/4/2011,109.24,4/27/2011,1355.66,1/12/2011,3.365,5/11/2011,77.7
4/13/2011,0.278,1/12/2011,0.172,5/5/2011,99.8,4/28/2011,1360.48,1/13/2011,3.2972,5/12/2011,78.02
4/14/2011,0.2755,1/13/2011,0.166,5/6/2011,97.18,4/29/2011,1363.61,1/14/2011,3.3231,5/13/2011,78.34
4/15/2011,0.27475,1/14/2011,0.1675,5/9/2011,102.55,5/2/2011,1361.22,1/17/2011,3.3291,5/16/2011,78.29
4/18/2011,0.274,1/17/2011,0.162,5/10/2011,103.88,5/3/2011,1356.62,1/18/2011,3.3663,5/17/2011,78.59
4/19/2011,0.27375,1/18/2011,0.168,5/11/2011,98.21,5/4/2011,1347.32,1/19/2011,3.339,5/18/2011,78.29
4/20/2011,0.27375,1/19/2011,0.165,5/12/2011,98.97,5/5/2011,1335.1,1/20/2011,3.4488,5/19/2011,78.28
4/21/2011,0.27375,1/20/2011,0.163,5/13/2011,99.65,5/6/2011,1340.2,1/21/2011,3.4042,5/20/2011,78.36
4/26/2011,0.27275,1/21/2011,0.163,5/16/2011,97.37,5/9/2011,1346.29,1/24/2011,3.4044,5/23/2011,78.86
4/27/2011,0.27325,1/24/2011,0.163,5/17/2011,96.91,5/10/2011,1357.16,1/25/2011,3.3284,5/24/2011,78.71
4/28/2011,0.273,1/25/2011,0.165,5/18/2011,100.1,5/11/2011,1342.08,1/26/2011,3.4146,5/25/2011,78.64
5/3/2011,0.27225,1/26/2011,0.166,5/19/2011,98.44,5/12/2011,1348.65,1/27/2011,3.3873,5/26/2011,78.55
5/4/2011,0.27025,1/27/2011,0.1575,5/20/2011,99.49,5/13/2011,1337.78,1/28/2011,3.3214,5/27/2011,78.02
