	token0	token1	token2	token3	token4	token5	token6	token7	token8	token9
1863	4	0	1	3	3	2	4	3	5	5
1864	4	0	1	3	2	3	5	5	5	5
1865	0	1	3	2	5	5	5	5	5	5
1866	0	1	3	3	2	5	3	3	5	5
1867	0	1	3	3	2	3	5	5	5	5
1868	4	0	1	3	2	5	3	5	5	5
1869	4	4	0	1	3	2	4	3	5	5
1870	0	1	3	2	5	5	5	5	5	5
1871	4	0	1	3	2	3	3	5	5	5
1872	0	1	3	3	2	3	5	5	5	5
1873	4	0	1	3	3	2	3	5	5	5
1874	0	1	3	2	3	5	5	5	5	5
1875	4	4	0	1	3	3	2	3	5	5
1876	4	0	1	3	2	3	5	5	5	5
1877	0	1	3	3	2	3	3	5	5	5
1878	4	0	1	3	3	2	5	5	5	5
1879	0	1	3	2	3	3	5	5	5	5
1880	4	0	1	3	2	3	5	5	5	5
1881	4	0	1	3	2	4	3	5	5	5
1882	0	1	3	2	3	5	5	5	5	5
1883	4	0	1	3	3	2	3	3	5	5
1884	0	1	3	3	2	5	3	5	5	5
1885	4	4	0	1	3	2	3	5	5	5
1886	4	4	4	0	1	3	2	5	5	5
1887	4	4	0	1	3	2	5	5	5	5
1888	0	1	3	3	2	5	5	5	5	5
1889	4	4	0	1	3	3	2	3	3	5
1890	0	1	3	2	3	5	5	5	5	5
1891	0	1	3	3	2	3	3	5	5	5
1892	0	1	3	2	5	5	5	5	5	5
1893	4	4	0	1	3	2	3	5	5	5
1894	0	1	3	2	3	3	5	5	5	5
1895	4	4	0	1	3	2	5	5	5	5
1896	0	1	3	2	5	5	5	5	5	5
1897	4	0	1	3	2	3	5	5	5	5
1898	4	4	4	0	1	3	2	5	5	5
1899	4	4	0	1	3	3	2	5	5	5
1900	4	0	1	3	2	5	5	5	5	5
1901	4	4	4	0	1	3	2	4	3	5
1902	0	1	3	2	5	3	5	5	5	5
1903	4	0	1	3	2	3	3	5	5	5
1904	4	0	1	3	3	2	3	5	5	5
1905	4	4	0	1	3	2	3	5	5	5
1906	0	1	3	2	5	5	5	5	5	5
1907	0	1	3	3	2	5	5	5	5	5
1908	4	4	0	1	3	3	2	3	5	5
1909	4	0	1	3	3	2	5	3	3	5
1910	0	1	3	2	3	5	5	5	5	5
1911	4	0	1	3	2	3	5	5	5	5
1912	4	4	0	1	3	2	4	3	5	5
1913	4	0	1	3	2	3	5	5	5	5
1914	0	1	3	3	2	3	5	5	5	5
1915	4	4	0	1	3	2	3	3	5	5
1916	0	1	3	3	2	3	5	5	5	5
1917	4	0	1	3	3	2	3	3	5	5
1918	4	4	0	1	3	3	2	5	5	5
1919	4	4	0	1	3	3	2	3	5	5
1920	4	0	1	3	3	2	5	5	5	5
1921	4	4	0	1	3	2	3	3	5	5
1922	4	4	0	1	3	3	2	5	3	3
1923	0	1	3	3	2	5	5	5	5	5
1924	4	4	0	1	3	2	3	5	5	5
1925	0	1	3	2	5	5	5	5	5	5
1926	0	1	3	3	2	3	3	5	5	5
1927	4	4	0	1	3	3	2	3	3	5
1928	0	1	3	2	5	3	3	5	5	5
1929	0	1	3	2	3	3	5	5	5	5
1930	0	1	3	2	3	5	5	5	5	5
1931	4	4	4	0	1	3	2	5	3	3
1932	0	1	3	2	5	5	5	5	5	5
1933	0	1	3	3	2	5	3	5	5	5
1934	0	1	3	3	2	3	3	5	5	5
1935	0	1	3	2	3	3	5	5	5	5
1936	4	4	0	1	3	3	2	4	3	5
1937	0	1	3	2	3	3	5	5	5	5
1938	4	4	0	1	3	3	2	4	3	5
1939	0	1	3	3	2	3	5	5	5	5
1940	4	4	0	1	3	2	3	3	5	5
1941	4	4	0	1	3	2	3	5	5	5
1942	0	1	3	3	2	3	3	5	5	5
1943	4	0	1	3	2	3	3	5	5	5
1944	4	4	4	0	1	3	2	5	5	5
1945	0	1	3	2	3	3	5	5	5	5
1946	4	4	0	1	3	3	2	3	3	5
1947	4	4	4	0	1	3	2	3	5	5
1948	0	1	3	3	2	3	3	5	5	5
1949	0	1	3	2	3	3	5	5	5	5
1950	4	4	4	0	1	3	2	3	3	5
1951	4	4	0	1	3	3	2	5	3	5
1952	0	1	3	3	2	5	5	5	5	5
1953	4	4	0	1	3	2	3	3	5	5
1954	4	4	4	0	1	3	2	5	3	5
1955	0	1	3	2	3	5	5	5	5	5
1956	0	1	3	3	2	5	5	5	5	5
1957	4	4	0	1	3	3	2	3	5	5
1958	4	0	1	3	3	2	5	5	5	5
1959	0	1	3	2	5	3	5	5	5	5
1960	4	4	0	1	3	2	3	3	5	5
1961	4	0	1	3	3	2	5	5	5	5
1962	0	1	3	2	5	5	5	5	5	5
1963	4	0	1	3	3	2	5	5	5	5
1964	4	0	1	3	3	2	5	5	5	5
1965	0	1	3	3	2	4	3	5	5	5
1966	4	4	0	1	3	2	3	3	5	5
1967	4	0	1	3	3	2	3	5	5	5
1968	0	1	3	3	2	3	3	5	5	5
1969	4	0	1	3	2	3	5	5	5	5
1970	0	1	3	3	2	3	5	5	5	5
1971	4	4	0	1	3	2	3	5	5	5
1972	0	1	3	3	2	3	3	5	5	5
1973	4	0	1	3	2	3	5	5	5	5
1974	4	4	4	0	1	3	3	2	3	3
1975	4	0	1	3	2	5	5	5	5	5
1976	4	0	1	3	3	2	5	5	5	5
1977	4	0	1	3	3	2	5	5	5	5
1978	4	0	1	3	3	2	3	3	5	5
1979	0	1	3	3	2	4	3	5	5	5
1980	0	1	3	3	2	3	5	5	5	5
1981	4	0	1	3	3	2	5	3	5	5
1982	4	4	0	1	3	3	2	3	3	5
1983	4	4	4	0	1	3	3	2	5	3
1984	4	0	1	3	3	2	3	5	5	5
1985	4	0	1	3	2	5	5	5	5	5
1986	4	4	0	1	3	3	2	3	3	5
1987	4	0	1	3	3	2	3	5	5	5
1988	4	4	0	1	3	3	2	3	5	5
1989	4	0	1	3	3	2	4	3	5	5
1990	4	4	4	0	1	3	2	5	5	5
1991	0	1	3	2	5	3	3	5	5	5
1992	4	4	4	0	1	3	3	2	3	5
1993	4	4	0	1	3	2	3	5	5	5
1994	4	4	0	1	3	3	2	4	3	5
1995	4	4	0	1	3	2	5	5	5	5
1996	0	1	3	3	2	4	3	5	5	5
1997	0	1	3	3	2	5	3	3	5	5
1998	4	4	4	0	1	3	3	2	4	3
1999	0	1	3	3	2	5	3	3	5	5
2000	4	0	1	3	3	2	3	5	5	5
2001	4	4	0	1	3	2	3	3	5	5
2002	0	1	3	3	2	5	3	5	5	5
2003	0	1	3	2	5	5	5	5	5	5
2004	4	0	1	3	3	2	5	3	5	5
2005	4	0	1	3	3	2	5	5	5	5
2006	4	4	0	1	3	3	2	3	5	5
2007	0	1	3	3	2	3	5	5	5	5
2008	4	4	0	1	3	2	3	5	5	5
2009	4	0	1	3	3	2	3	3	5	5
2010	0	1	3	2	4	3	5	5	5	5
2011	0	1	3	2	4	3	5	5	5	5
2012	4	4	0	1	3	3	2	5	5	5
2013	4	0	1	3	2	5	5	5	5	5
2014	4	0	1	3	3	2	3	5	5	5
2015	4	4	0	1	3	3	2	3	5	5
2016	4	0	1	3	2	5	3	3	5	5
2017	4	4	0	1	3	3	2	5	3	3
2018	4	4	0	1	3	2	3	3	5	5
2019	4	0	1	3	3	2	5	5	5	5
2020	4	4	0	1	3	2	5	5	5	5
2021	0	1	3	2	5	5	5	5	5	5
2022	0	1	3	2	3	5	5	5	5	5
2023	0	1	3	2	3	3	5	5	5	5
2024	0	1	3	2	3	3	5	5	5	5
2025	4	4	0	1	3	3	2	3	5	5
2026	4	0	1	3	3	2	5	5	5	5
2027	4	0	1	3	3	2	3	3	5	5
2028	0	1	3	3	2	4	3	5	5	5
2029	4	4	4	0	1	3	3	2	5	5
2030	4	4	4	0	1	3	2	3	5	5
2031	0	1	3	3	2	3	5	5	5	5
2032	4	0	1	3	2	3	5	5	5	5
2033	4	0	1	3	2	3	5	5	5	5
2034	0	1	3	2	3	3	5	5	5	5
2035	4	0	1	3	3	2	3	3	5	5
2036	4	4	4	0	1	3	3	2	3	3
2037	0	1	3	2	3	3	5	5	5	5
2038	0	1	3	3	2	5	5	5	5	5
2039	4	4	0	1	3	3	2	3	5	5
2040	4	0	1	3	2	3	3	5	5	5
2041	4	4	0	1	3	3	2	4	3	5
2042	4	0	1	3	2	3	5	5	5	5
2043	4	0	1	3	2	3	3	5	5	5
2044	0	1	3	3	2	3	5	5	5	5
2045	4	4	0	1	3	2	3	3	5	5
2046	0	1	3	3	2	3	3	5	5	5
2047	0	1	3	2	3	5	5	5	5	5
2048	0	1	3	2	5	3	5	5	5	5
2049	0	1	3	3	2	3	3	5	5	5
2050	4	0	1	3	2	3	5	5	5	5
2051	0	1	3	2	5	3	3	5	5	5
2052	0	1	3	3	2	5	5	5	5	5
2053	4	4	0	1	3	3	2	5	5	5
2054	4	4	0	1	3	2	5	5	5	5
2055	4	4	4	0	1	3	3	2	3	5
2056	4	0	1	3	2	5	5	5	5	5
2057	4	4	4	0	1	3	2	5	5	5
2058	4	4	0	1	3	3	2	5	3	5
2059	4	4	0	1	3	2	3	5	5	5
2060	0	1	3	3	2	3	3	5	5	5
2061	4	4	0	1	3	3	2	3	5	5
2062	4	0	1	3	2	3	3	5	5	5
2063	4	0	1	3	2	3	5	5	5	5
2064	4	0	1	3	2	3	3	5	5	5
2065	0	1	3	3	2	3	5	5	5	5
2066	0	1	3	3	2	3	5	5	5	5
2067	4	0	1	3	2	4	3	5	5	5
2068	4	4	0	1	3	2	5	5	5	5
2069	0	1	3	3	2	5	5	5	5	5
2070	4	4	0	1	3	3	2	5	5	5
2071	4	4	0	1	3	3	2	5	5	5
2072	4	4	4	0	1	3	2	5	5	5
2073	4	4	0	1	3	2	4	3	5	5
2074	4	4	4	0	1	3	3	2	5	5
2075	4	4	0	1	3	2	3	5	5	5
2076	0	1	3	2	3	5	5	5	5	5
2077	4	0	1	3	2	3	5	5	5	5
2078	4	4	4	0	1	3	2	3	5	5
2079	0	1	3	2	3	5	5	5	5	5
2080	4	0	1	3	2	5	3	5	5	5
2081	0	1	3	2	5	5	5	5	5	5
2082	0	1	3	2	3	3	5	5	5	5
2083	0	1	3	2	3	3	5	5	5	5
2084	4	4	0	1	3	3	2	4	3	5
2085	4	0	1	3	3	2	5	5	5	5
2086	4	4	4	0	1	3	3	2	3	3
2087	0	1	3	3	2	3	5	5	5	5
2088	0	1	3	2	3	5	5	5	5	5
2089	0	1	3	3	2	3	5	5	5	5
2090	4	0	1	3	3	2	5	3	3	5
2091	4	0	1	3	3	2	5	3	5	5
2092	4	0	1	3	3	2	3	3	5	5
2093	4	0	1	3	2	3	3	5	5	5
2094	4	0	1	3	3	2	3	5	5	5
2095	4	4	0	1	3	2	5	5	5	5
2096	4	0	1	3	2	5	3	3	5	5
2097	4	0	1	3	2	3	5	5	5	5
2098	0	1	3	2	3	5	5	5	5	5
2099	0	1	3	3	2	3	5	5	5	5
2100	4	4	0	1	3	3	2	4	3	5
2101	0	1	3	3	2	3	3	5	5	5
2102	4	4	4	0	1	3	2	4	3	5
2103	0	1	3	2	3	5	5	5	5	5
2104	4	0	1	3	2	5	3	3	5	5
2105	4	4	0	1	3	2	5	3	3	5
2106	0	1	3	2	3	5	5	5	5	5
2107	4	4	4	0	1	3	2	5	5	5
2108	0	1	3	2	5	5	5	5	5	5
2109	0	1	3	2	3	5	5	5	5	5
2110	4	4	0	1	3	2	5	5	5	5
2111	4	0	1	3	2	5	3	3	5	5
2112	4	0	1	3	2	5	3	5	5	5
2113	0	1	3	3	2	3	3	5	5	5
2114	4	4	0	1	3	3	2	5	5	5
2115	4	0	1	3	3	2	5	3	3	5
2116	4	0	1	3	2	5	5	5	5	5
2117	4	4	0	1	3	2	3	5	5	5
2118	0	1	3	2	5	3	3	5	5	5
2119	4	0	1	3	2	3	5	5	5	5
2120	4	4	0	1	3	3	2	5	5	5
2121	0	1	3	3	2	3	3	5	5	5
2122	0	1	3	2	5	3	3	5	5	5
2123	4	0	1	3	3	2	3	5	5	5
2124	4	4	0	1	3	2	5	5	5	5
2125	0	1	3	2	3	3	5	5	5	5
2126	4	4	4	0	1	3	3	2	5	5
2127	4	0	1	3	3	2	5	3	3	5
2128	0	1	3	3	2	3	5	5	5	5
2129	4	4	0	1	3	3	2	5	3	3
2130	0	1	3	2	3	3	5	5	5	5
2131	0	1	3	2	5	5	5	5	5	5
2132	0	1	3	3	2	5	5	5	5	5
2133	0	1	3	2	3	5	5	5	5	5
2134	0	1	3	3	2	3	5	5	5	5
2135	0	1	3	2	3	5	5	5	5	5
2136	4	4	4	0	1	3	3	2	5	5
2137	0	1	3	2	3	5	5	5	5	5
2138	4	4	0	1	3	3	2	3	5	5
2139	4	4	4	0	1	3	3	2	3	5
2140	4	4	0	1	3	3	2	4	3	5
2141	4	4	4	0	1	3	3	2	3	5
2142	4	4	0	1	3	2	3	5	5	5
2143	0	1	3	3	2	5	3	3	5	5
2144	0	1	3	3	2	5	5	5	5	5
2145	4	0	1	3	3	2	3	3	5	5
2146	4	4	0	1	3	2	3	3	5	5
2147	4	0	1	3	3	2	5	5	5	5
2148	4	0	1	3	3	2	5	5	5	5
2149	4	4	0	1	3	2	3	3	5	5
2150	4	4	0	1	3	3	2	5	5	5
2151	0	1	3	3	2	5	5	5	5	5
2152	4	4	0	1	3	3	2	5	5	5
2153	4	4	0	1	3	3	2	5	3	3
2154	0	1	3	3	2	3	5	5	5	5
2155	4	0	1	3	3	2	3	5	5	5
2156	4	4	0	1	3	2	5	3	3	5
2157	4	0	1	3	3	2	3	5	5	5
2158	0	1	3	2	4	3	5	5	5	5
2159	4	4	4	0	1	3	2	3	5	5
2160	4	0	1	3	3	2	3	3	5	5
2161	0	1	3	3	2	3	3	5	5	5
2162	0	1	3	3	2	5	3	5	5	5
2163	4	4	0	1	3	2	3	5	5	5
2164	4	4	0	1	3	2	3	5	5	5
2165	4	0	1	3	3	2	3	5	5	5
2166	4	0	1	3	3	2	5	3	5	5
2167	0	1	3	2	4	3	5	5	5	5
2168	4	4	0	1	3	3	2	3	5	5
2169	4	4	0	1	3	3	2	5	3	5
2170	0	1	3	2	4	3	5	5	5	5
2171	0	1	3	2	5	3	3	5	5	5
2172	4	0	1	3	2	3	3	5	5	5
2173	4	4	0	1	3	3	2	3	3	5
2174	0	1	3	3	2	3	3	5	5	5
2175	4	4	0	1	3	2	5	3	5	5
2176	0	1	3	3	2	3	5	5	5	5
2177	0	1	3	2	5	3	3	5	5	5
2178	0	1	3	3	2	3	3	5	5	5
2179	0	1	3	2	3	5	5	5	5	5
2180	0	1	3	3	2	3	5	5	5	5
2181	4	0	1	3	2	3	5	5	5	5
2182	0	1	3	2	3	5	5	5	5	5
2183	4	4	4	0	1	3	3	2	3	3
2184	4	0	1	3	3	2	5	5	5	5
2185	0	1	3	2	3	5	5	5	5	5
2186	4	4	0	1	3	3	2	4	3	5
2187	0	1	3	3	2	3	5	5	5	5
2188	4	4	0	1	3	3	2	5	3	3
2189	4	0	1	3	3	2	3	5	5	5
2190	0	1	3	3	2	3	3	5	5	5
2191	4	0	1	3	3	2	5	5	5	5
2192	4	4	4	0	1	3	3	2	3	5
2193	4	0	1	3	2	3	3	5	5	5
2194	4	4	0	1	3	2	5	3	3	5
2195	0	1	3	3	2	5	5	5	5	5
2196	0	1	3	3	2	3	5	5	5	5
2197	0	1	3	3	2	3	5	5	5	5
2198	4	4	0	1	3	2	4	3	5	5
2199	4	4	0	1	3	3	2	4	3	5
2200	4	0	1	3	2	5	3	5	5	5
2201	0	1	3	2	5	5	5	5	5	5
2202	4	0	1	3	2	5	5	5	5	5
2203	4	4	4	0	1	3	2	5	5	5
2204	4	4	4	0	1	3	3	2	4	3
2205	0	1	3	3	2	5	5	5	5	5
2206	4	0	1	3	3	2	4	3	5	5
2207	0	1	3	3	2	3	5	5	5	5
2208	4	0	1	3	2	5	5	5	5	5
2209	4	4	0	1	3	2	5	5	5	5
2210	0	1	3	3	2	5	3	5	5	5
2211	4	4	0	1	3	3	2	5	5	5
2212	4	4	4	0	1	3	3	2	5	3
2213	0	1	3	3	2	5	5	5	5	5
2214	0	1	3	2	3	5	5	5	5	5
2215	4	4	4	0	1	3	3	2	3	5
2216	4	0	1	3	3	2	5	5	5	5
2217	4	4	0	1	3	3	2	5	5	5
2218	4	4	0	1	3	2	5	5	5	5
2219	4	4	0	1	3	2	3	5	5	5
2220	4	4	4	0	1	3	2	4	3	5
2221	0	1	3	3	2	3	3	5	5	5
2222	4	0	1	3	2	5	5	5	5	5
2223	4	0	1	3	2	5	5	5	5	5
2224	4	4	0	1	3	2	5	5	5	5
2225	0	1	3	2	3	3	5	5	5	5
2226	4	4	0	1	3	2	5	3	5	5
2227	4	0	1	3	3	2	4	5	5	5
2228	4	4	0	1	3	3	2	3	5	5
2229	4	0	1	3	3	2	5	5	5	5
2230	4	0	1	3	2	3	3	5	5	5
2231	4	4	0	1	3	2	5	5	5	5
2232	0	1	3	2	5	3	5	5	5	5
2233	4	0	1	3	3	2	5	3	5	5
2234	4	0	1	3	3	2	3	5	5	5
2235	4	0	1	3	2	3	5	5	5	5
2236	4	0	1	3	2	3	5	5	5	5
2237	4	0	1	3	2	5	3	5	5	5
2238	4	4	4	0	1	3	2	5	5	5
2239	4	4	4	0	1	3	2	5	5	5
2240	4	0	1	3	2	3	5	5	5	5
2241	0	1	3	3	2	5	3	5	5	5
2242	4	4	4	0	1	3	3	2	5	5
2243	0	1	3	2	3	5	5	5	5	5
2244	4	0	1	3	2	3	3	5	5	5
2245	0	1	3	2	5	3	3	5	5	5
2246	4	0	1	3	2	5	3	3	5	5
2247	4	4	0	1	3	2	3	5	5	5
2248	0	1	3	3	2	5	5	5	5	5
2249	0	1	3	2	3	3	5	5	5	5
2250	4	0	1	3	2	5	5	5	5	5
2251	4	4	0	1	3	3	2	5	5	5
2252	4	0	1	3	2	5	5	5	5	5
2253	4	4	0	1	3	2	3	5	5	5
2254	4	4	0	1	3	2	5	3	5	5
2255	0	1	3	3	2	3	5	5	5	5
2256	4	4	0	1	3	3	2	3	5	5
2257	4	4	0	1	3	3	2	3	3	5
2258	4	0	1	3	3	2	3	5	5	5
2259	0	1	3	2	5	5	5	5	5	5
2260	4	4	4	0	1	3	3	2	3	5
2261	0	1	3	3	2	5	5	5	5	5
2262	0	1	3	2	4	3	5	5	5	5
2263	0	1	3	3	2	5	5	5	5	5
2264	4	4	0	1	3	3	2	4	3	5
2265	4	4	0	1	3	2	5	5	5	5
2266	0	1	3	3	2	5	3	5	5	5
2267	0	1	3	2	5	3	3	5	5	5
2268	4	4	0	1	3	2	3	3	5	5
2269	0	1	3	2	3	5	5	5	5	5
2270	4	0	1	3	3	2	5	3	5	5
2271	0	1	3	2	3	5	5	5	5	5
2272	0	1	3	3	2	5	3	5	5	5
2273	0	1	3	3	2	3	3	5	5	5
2274	4	4	0	1	3	3	2	4	3	5
2275	4	4	0	1	3	3	2	5	5	5
2276	0	1	3	2	3	5	5	5	5	5
2277	4	4	0	1	3	2	5	3	3	5
2278	4	4	0	1	3	2	5	3	5	5
2279	0	1	3	2	5	5	5	5	5	5
2280	0	1	3	2	3	5	5	5	5	5
2281	0	1	3	2	4	3	5	5	5	5
2282	0	1	3	3	2	5	3	3	5	5
2283	0	1	3	3	2	5	5	5	5	5
2284	0	1	3	2	3	3	5	5	5	5
2285	0	1	3	2	5	3	5	5	5	5
2286	0	1	3	3	2	5	3	3	5	5
2287	4	4	4	0	1	3	2	4	3	5
2288	4	4	4	0	1	3	3	2	5	3
2289	4	0	1	3	3	2	5	5	5	5
2290	4	4	0	1	3	2	4	3	5	5
2291	4	4	0	1	3	3	2	5	5	5
2292	0	1	3	3	2	4	3	5	5	5
2293	0	1	3	3	2	3	5	5	5	5
2294	0	1	3	2	3	5	5	5	5	5
2295	0	1	3	3	2	5	5	5	5	5
2296	0	1	3	3	2	3	5	5	5	5
2297	4	4	4	0	1	3	3	2	5	5
2298	4	4	4	0	1	3	2	3	5	5
2299	0	1	3	2	3	5	5	5	5	5
2300	0	1	3	2	3	3	5	5	5	5
2301	4	0	1	3	3	2	3	5	5	5
2302	0	1	3	2	4	3	5	5	5	5
2303	4	4	4	0	1	3	3	2	3	3
2304	4	0	1	3	2	5	5	5	5	5
2305	0	1	3	3	2	5	3	5	5	5
2306	4	4	0	1	3	3	2	3	5	5
2307	0	1	3	3	2	4	3	5	5	5
2308	4	0	1	3	2	3	5	5	5	5
2309	4	0	1	3	2	3	5	5	5	5
2310	4	4	0	1	3	3	2	3	3	5
2311	4	4	0	1	3	3	2	5	5	5
2312	4	0	1	3	3	2	3	5	5	5
2313	4	4	0	1	3	3	2	5	3	5
2314	4	0	1	3	2	3	5	5	5	5
2315	0	1	3	3	2	4	3	5	5	5
2316	4	4	0	1	3	2	3	3	5	5
2317	4	0	1	3	3	2	3	5	5	5
2318	4	0	1	3	3	2	3	3	5	5
2319	0	1	3	2	3	3	5	5	5	5
2320	0	1	3	2	3	5	5	5	5	5
2321	4	4	4	0	1	3	2	3	5	5
2322	4	4	0	1	3	2	3	5	5	5
2323	0	1	3	2	3	5	5	5	5	5
2324	4	0	1	3	3	2	3	3	5	5
2325	4	0	1	3	3	2	3	5	5	5
2326	0	1	3	2	5	5	5	5	5	5
2327	0	1	3	2	4	3	5	5	5	5
2328	4	4	4	0	1	3	2	5	5	5
2329	0	1	3	2	5	3	3	5	5	5
2330	0	1	3	3	2	3	5	5	5	5
2331	0	1	3	2	5	3	3	5	5	5
2332	4	4	0	1	3	2	3	3	5	5
2333	4	4	4	0	1	3	2	5	3	5
2334	0	1	3	3	2	3	5	5	5	5
2335	0	1	3	2	3	5	5	5	5	5
2336	4	0	1	3	3	2	5	3	3	5
2337	0	1	3	3	2	5	3	5	5	5
2338	0	1	3	2	5	5	5	5	5	5
2339	0	1	3	2	3	3	5	5	5	5
2340	0	1	3	2	5	5	5	5	5	5
2341	4	4	0	1	3	3	2	3	5	5
2342	4	4	0	1	3	3	2	3	5	5
2343	4	4	4	0	1	3	3	2	3	5
2344	4	4	0	1	3	2	3	5	5	5
2345	4	4	0	1	3	3	2	4	3	5
2346	4	0	1	3	3	2	3	5	5	5
2347	4	4	0	1	3	3	2	5	5	5
2348	0	1	3	3	2	5	5	5	5	5
2349	4	4	4	0	1	3	3	2	5	3
2350	0	1	3	2	3	5	5	5	5	5
2351	4	0	1	3	2	4	3	5	5	5
2352	4	0	1	3	2	5	3	3	5	5
2353	0	1	3	3	2	3	3	5	5	5
2354	0	1	3	2	3	3	5	5	5	5
2355	0	1	3	3	2	3	3	5	5	5
2356	0	1	3	3	2	4	3	5	5	5
2357	4	0	1	3	3	2	3	5	5	5
2358	0	1	3	3	2	5	5	5	5	5
2359	0	1	3	2	3	5	5	5	5	5
2360	4	0	1	3	3	2	5	3	5	5
2361	4	4	0	1	3	2	3	5	5	5
2362	4	4	4	0	1	3	3	2	5	5
2363	4	0	1	3	3	2	5	5	5	5
2364	4	4	4	0	1	3	3	2	3	5
2365	4	4	4	0	1	3	3	2	5	5
2366	0	1	3	2	5	5	5	5	5	5
2367	4	4	0	1	3	3	2	3	3	5
2368	0	1	3	3	2	3	5	5	5	5
2369	4	4	0	1	3	2	5	5	5	5
2370	0	1	3	2	5	3	3	5	5	5
2371	0	1	3	3	2	5	5	5	5	5
2372	4	4	0	1	3	2	4	3	5	5
2373	4	0	1	3	2	3	5	5	5	5
2374	0	1	3	2	5	3	5	5	5	5
2375	0	1	3	2	3	5	5	5	5	5
2376	4	4	0	1	3	2	3	3	5	5
2377	0	1	3	3	2	5	3	5	5	5
2378	4	4	0	1	3	3	2	5	5	5
2379	4	4	4	0	1	3	3	2	5	3
2380	4	4	0	1	3	2	3	5	5	5
2381	4	4	0	1	3	3	2	3	3	5
2382	4	4	0	1	3	2	3	5	5	5
2383	4	4	0	1	3	3	2	3	5	5
2384	4	4	0	1	3	2	3	3	5	5
2385	4	4	0	1	3	2	3	3	5	5
2386	4	4	0	1	3	2	4	3	5	5
2387	0	1	3	2	5	5	5	5	5	5
2388	0	1	3	3	2	3	5	5	5	5
2389	0	1	3	3	2	4	3	5	5	5
2390	4	4	4	0	1	3	2	3	5	5
2391	0	1	3	2	3	5	5	5	5	5
2392	0	1	3	2	3	3	5	5	5	5
2393	4	0	1	3	3	2	5	3	3	5
2394	4	0	1	3	2	3	5	5	5	5
2395	4	4	0	1	3	3	2	5	5	5
2396	0	1	3	2	3	5	5	5	5	5
2397	4	4	0	1	3	2	3	3	5	5
2398	4	4	0	1	3	3	2	3	3	5
2399	4	4	0	1	3	2	5	5	5	5
2400	0	1	3	3	2	5	3	5	5	5
2401	4	4	0	1	3	2	5	5	5	5
2402	4	4	0	1	3	2	5	5	5	5
2403	0	1	3	3	2	5	5	5	5	5
2404	0	1	3	2	3	3	5	5	5	5
2405	4	4	0	1	3	3	2	5	3	3
2406	4	0	1	3	3	2	3	5	5	5
2407	4	4	0	1	3	2	5	5	5	5
2408	4	4	4	0	1	3	3	2	4	3
2409	0	1	3	2	3	3	5	5	5	5
2410	4	0	1	3	2	3	5	5	5	5
2411	0	1	3	2	3	3	5	5	5	5
2412	0	1	3	3	2	5	5	5	5	5
2413	4	4	0	1	3	3	2	5	3	5
2414	0	1	3	2	5	3	3	5	5	5
2415	4	4	0	1	3	2	3	3	5	5
2416	0	1	3	3	2	4	3	5	5	5
2417	4	4	0	1	3	3	2	3	5	5
2418	4	0	1	3	2	4	3	5	5	5
2419	0	1	3	2	3	5	5	5	5	5
2420	4	4	0	1	3	2	3	3	5	5
2421	0	1	3	2	5	5	5	5	5	5
2422	0	1	3	2	3	3	5	5	5	5
2423	4	0	1	3	3	2	5	3	3	5
2424	0	1	3	2	5	5	5	5	5	5
2425	4	0	1	3	2	3	3	5	5	5
2426	4	4	0	1	3	3	2	5	5	5
2427	4	4	0	1	3	3	2	3	5	5
2428	4	4	0	1	3	3	2	5	3	5
2429	4	4	4	0	1	3	3	2	5	5
2430	0	1	3	3	2	5	5	5	5	5
2431	4	0	1	3	3	2	5	3	5	5
2432	4	4	0	1	3	3	2	3	5	5
2433	0	1	3	3	2	3	5	5	5	5
2434	0	1	3	2	3	3	5	5	5	5
2435	4	0	1	3	3	2	5	5	5	5
2436	4	4	4	0	1	3	2	3	5	5
2437	0	1	3	3	2	3	5	5	5	5
2438	4	4	0	1	3	2	3	3	5	5
2439	4	4	0	1	3	2	5	5	5	5
2440	0	1	3	2	5	5	5	5	5	5
2441	0	1	3	2	4	3	5	5	5	5
2442	4	4	0	1	3	3	2	5	3	5
2443	4	0	1	3	2	3	3	5	5	5
2444	4	4	4	0	1	3	3	2	5	5
2445	4	4	0	1	3	2	5	5	5	5
2446	0	1	3	2	5	5	5	5	5	5
2447	4	4	0	1	3	2	3	5	5	5
2448	4	4	4	0	1	3	2	3	5	5
2449	4	4	0	1	3	3	2	3	5	5
2450	4	4	4	0	1	3	3	2	5	3
2451	0	1	3	2	3	3	5	5	5	5
2452	0	1	3	3	2	3	5	5	5	5
2453	4	0	1	3	3	2	5	5	5	5
2454	4	0	1	3	2	5	5	5	5	5
2455	0	1	3	2	5	5	5	5	5	5
2456	0	1	3	2	3	3	5	5	5	5
2457	4	0	1	3	2	5	5	5	5	5
2458	4	4	0	1	3	2	3	3	5	5
2459	4	0	1	3	2	5	5	5	5	5
2460	0	1	3	2	5	3	5	5	5	5
2461	0	1	3	2	3	5	5	5	5	5
2462	4	4	4	0	1	3	2	3	5	5
2463	4	4	0	1	3	2	3	3	5	5
2464	4	4	4	0	1	3	3	2	5	5
2465	0	1	3	2	5	5	5	5	5	5
2466	4	0	1	3	2	3	5	5	5	5
2467	4	0	1	3	2	3	5	5	5	5
2468	0	1	3	2	5	3	3	5	5	5
2469	4	4	4	0	1	3	3	2	5	5
